0,20,0,20
1,16,1,17
2,11,0,11
3,13,0,13
4,15,1,16
5,17,0,17
6,14,2,16
7,10,0,10
8,12,0,12
9,19,0,19
10,9,0,9
11,16,1,17
12,15,4,19
13,14,2,16
14,21,2,23
15,18,3,21
16,15,1,16
17,16,0,16
18,13,5,18
19,15,4,19
20,11,7,18
21,13,3,16
22,8,1,9
23,16,1,17
24,13,5,18
25,9,2,11
26,12,3,15
27,21,3,24
28,9,1,10
29,14,7,21
30,10,3,13
31,11,2,13
32,8,1,9
33,11,0,11
34,12,1,13
35,10,1,11
36,15,5,20
37,13,2,15
38,8,5,13
39,5,7,12
40,11,4,15
41,14,6,20
42,7,3,10
43,5,3,8
44,8,3,11
45,12,2,14
46,10,2,12
47,9,4,13
48,7,2,9
49,12,10,22
50,7,3,10
51,13,4,17
52,13,4,17
53,9,4,13
54,3,2,5
55,10,6,16
56,11,4,15
57,9,10,19
58,10,6,16
59,8,1,9
60,12,5,17
61,10,6,16
62,8,13,21
63,11,7,18
64,9,9,18
65,4,4,8
66,12,6,18
67,11,11,22
68,8,5,13
69,8,9,17
70,9,8,17
71,6,6,12
72,7,10,17
73,9,12,21
74,4,3,7
75,4,12,16
76,10,6,16
77,6,2,8
78,7,4,11
79,5,4,9
80,7,12,19
81,6,10,16
82,6,5,11
83,4,7,11
84,4,7,11
85,4,7,11
86,2,12,14
87,3,6,9
88,3,6,9
89,5,9,14
90,4,13,17
91,2,3,5
92,5,7,12
93,1,6,7
94,3,7,10
95,7,8,15
96,5,12,17
97,5,16,21
98,5,5,10
99,5,6,11
100,1,9,10
101,4,8,12
102,6,9,15
103,5,13,18
104,8,10,18
105,8,6,14
106,5,12,17
107,4,15,19
108,8,13,21
109,4,16,20
110,1,6,7
111,4,15,19
112,3,4,7
113,4,14,18
114,0,12,12
115,4,13,17
116,2,16,18
117,3,10,13
118,0,15,15
119,6,10,16
120,2,8,10
121,5,17,22
122,2,13,15
123,1,19,20
124,3,11,14
125,3,18,21
126,3,12,15
127,5,14,19
128,1,9,10
129,2,6,8
130,2,8,10
131,1,7,8
132,2,16,18
133,1,8,9
134,2,16,18
135,0,13,13
136,0,7,7
137,2,16,18
138,0,19,19
139,0,8,8
140,0,21,21
141,0,12,12
142,0,12,12
143,0,11,11
144,2,6,8
145,0,23,23
146,1,18,19
147,1,7,8
148,0,17,17
149,0,10,10
