t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,247,247,753
8,0,233,480,520
9,0,40,520,480
10,0,54,574,426
11,0,50,624,376
12,0,39,663,337
13,0,49,712,288
14,0,53,518,482
15,0,31,532,468
16,0,39,327,673
17,0,30,313,687
18,0,22,285,715
19,0,19,267,733
20,0,12,225,775
21,0,186,363,637
22,0,24,349,651
23,0,32,352,648
24,0,167,475,525
25,0,44,495,505
26,0,48,522,478
27,0,61,569,431
28,0,67,450,550
29,0,42,467,533
30,0,42,481,519
31,0,44,491,509
32,0,37,358,642
33,0,30,350,650
34,0,27,315,685
35,0,169,423,577
36,0,36,412,588
37,0,39,414,586
38,0,44,403,597
39,0,45,417,583
40,0,161,533,467
41,0,58,566,434
42,0,58,457,543
43,0,44,458,542
44,0,47,470,530
45,0,47,470,530
46,0,44,471,529
47,0,39,472,528
48,0,46,344,656
49,0,166,461,539
50,0,46,459,541
51,0,44,467,533
52,0,40,451,549
53,0,46,456,544
54,0,33,441,559
55,0,53,458,542
56,0,173,454,546
57,0,50,462,538
58,0,43,457,543
59,0,50,456,544
60,0,52,467,533
61,0,46,473,527
62,0,43,468,532
63,0,171,592,408
64,0,54,480,520
65,0,48,491,509
66,0,55,495,505
67,0,57,509,491
68,0,41,496,504
69,0,54,506,494
70,0,47,379,621
71,0,44,378,622
72,0,155,473,527
73,0,46,466,534
74,0,48,456,544
75,0,46,452,548
76,0,54,456,544
77,0,174,575,425
78,0,50,584,416
79,0,51,605,395
80,0,69,512,488
81,0,55,528,472
82,0,52,532,468
83,0,59,544,456
84,0,48,411,589
85,0,46,407,593
86,0,29,382,618
87,0,36,359,641
88,0,158,448,552
89,0,40,440,560
90,0,53,430,570
91,0,174,548,452
92,0,58,563,437
93,0,57,585,415
94,0,61,611,389
95,0,60,642,358
96,0,68,552,448
97,0,59,566,434
98,0,60,450,550
99,0,52,451,549
100,0,32,419,581
101,0,39,398,602
102,0,29,364,636
103,0,31,338,662
104,0,161,424,576
105,0,168,536,464
106,0,53,535,465
107,0,58,550,450
108,0,67,583,417
109,0,59,606,394
110,0,59,635,365
111,0,65,666,334
112,0,73,455,545
113,0,53,463,537
114,0,45,448,552
115,0,46,433,567
116,0,31,396,604
117,0,35,376,624
118,0,32,340,660
119,0,156,434,566
120,0,161,528,472
121,0,51,536,464
122,0,64,552,448
123,0,65,576,424
124,0,63,606,394
125,0,66,635,365
126,0,66,546,454
127,0,57,569,431
128,0,56,458,542
129,0,47,450,550
130,0,41,425,575
131,0,42,408,592
132,0,35,368,632
133,0,160,465,535
134,0,34,440,560
135,0,40,436,564
136,0,171,545,455
137,0,54,559,441
138,0,60,576,424
139,0,68,598,402
140,0,72,513,487
141,0,58,532,468
142,0,47,541,459
143,0,52,547,453
144,0,56,434,566
145,0,44,427,573
146,0,47,403,597
147,0,170,508,492
148,0,35,477,523
149,0,42,473,527
150,0,42,463,537
151,0,45,463,537
152,0,167,571,429
153,0,62,586,414
154,0,67,484,516
155,0,60,496,504
156,0,55,512,488
157,0,50,515,485
158,0,45,517,483
159,0,47,523,477
160,0,60,405,595
161,0,169,516,484
162,0,49,502,498
163,0,54,509,491
164,0,44,493,507
165,0,48,498,502
166,0,40,491,509
167,0,52,493,507
168,0,174,483,517
169,0,54,489,511
170,0,51,489,511
171,0,52,482,518
172,0,53,490,510
173,0,45,491,509
174,0,50,490,510
175,0,174,616,384
176,0,62,508,492
177,0,50,517,483
178,0,56,517,483
179,0,58,530,470
180,0,42,517,483
181,0,56,525,475
182,0,46,397,603
183,0,44,389,611
184,0,156,480,520
185,0,47,472,528
186,0,49,465,535
187,0,48,457,543
188,0,59,464,536
189,0,172,584,416
190,0,53,595,405
191,0,55,619,381
192,0,70,528,472
193,0,55,543,457
194,0,54,546,454
195,0,66,561,439
196,0,48,426,574
197,0,48,423,577
198,0,29,397,603
199,0,36,373,627
200,0,154,457,543
201,0,42,446,554
202,0,54,436,564
203,0,175,549,451
204,0,62,567,433
205,0,53,585,415
206,0,60,611,389
207,0,60,642,358
208,0,68,554,446
209,0,63,572,428
210,0,59,453,547
211,0,57,456,544
212,0,31,423,577
213,0,40,405,595
214,0,27,372,628
215,0,32,346,654
216,0,159,427,573
217,0,169,537,463
218,0,58,540,460
219,0,56,552,448
220,0,69,585,415
221,0,58,610,390
222,0,58,638,362
223,0,68,672,328
224,0,74,463,537
225,0,55,470,530
226,0,42,452,548
227,0,49,440,560
228,0,29,400,600
229,0,35,379,621
230,0,33,344,656
231,0,158,438,562
