t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,6,112,112,888
8,4,106,218,782
9,10,15,231,769
10,9,29,260,740
11,5,34,290,710
12,10,38,318,682
13,0,44,361,639
14,1,32,276,724
15,4,30,297,703
16,3,26,213,787
17,7,39,232,768
18,4,23,229,771
19,4,30,222,778
20,0,30,207,793
21,0,35,208,792
22,3,22,200,800
23,2,26,200,800
24,1,24,188,812
25,1,26,188,812
26,2,27,186,814
27,2,34,201,799
28,1,30,193,807
29,4,19,191,809
30,0,36,201,799
31,0,33,202,798
32,4,28,206,794
33,1,32,214,786
34,2,21,206,794
35,0,42,219,781
36,0,28,222,778
37,4,32,226,774
38,4,31,223,777
39,4,29,218,782
40,2,32,222,778
41,2,32,224,776
42,1,28,222,778
43,2,27,215,785
44,2,36,221,779
45,1,31,218,782
46,6,31,213,787
47,2,28,213,787
48,6,30,213,787
49,1,42,225,775
50,6,32,225,775
51,7,32,224,776
52,3,35,225,775
53,6,39,227,773
54,4,25,223,777
55,5,31,224,776
56,7,29,215,785
57,3,28,215,785
58,3,26,207,793
59,4,25,197,803
60,5,31,194,806
61,2,35,199,801
62,7,38,210,790
63,8,32,210,790
64,11,32,214,786
65,7,38,226,774
66,2,36,230,770
67,2,27,228,772
68,2,32,222,778
69,6,25,210,790
70,6,39,220,780
71,6,36,220,780
72,5,38,225,775
73,11,22,208,792
74,9,30,212,788
75,5,32,213,787
76,15,24,202,798
77,5,36,207,793
78,5,44,210,790
79,9,32,204,796
80,13,30,207,793
81,5,42,219,781
82,7,35,221,779
83,7,31,225,775
84,7,30,227,773
85,12,22,216,784
86,4,32,214,786
87,12,28,210,790
88,8,30,207,793
89,5,26,193,807
90,7,34,197,803
91,0,34,201,799
92,3,22,194,806
93,7,27,200,800
94,3,30,202,798
95,8,23,194,806
96,6,28,199,801
97,7,32,202,798
98,12,31,195,805
99,13,32,206,794
100,9,30,204,796
101,14,27,200,800
102,13,33,206,794
103,15,30,202,798
104,8,30,210,790
105,9,38,204,796
106,6,38,201,799
107,10,35,212,788
108,12,37,218,782
109,16,33,217,783
110,11,42,230,770
111,9,44,243,757
112,10,26,243,757
113,6,42,243,757
114,10,29,235,765
115,6,22,232,768
116,9,26,228,772
117,8,25,213,787
118,7,30,198,802
119,5,27,192,808
120,9,31,187,813
121,5,30,187,813
122,10,22,179,821
123,15,37,198,802
124,18,34,204,796
125,12,42,218,782
126,19,36,219,781
127,13,33,218,782
128,16,28,216,784
129,15,33,219,781
130,14,33,221,779
131,16,35,218,782
132,16,43,224,776
133,15,33,219,781
134,10,38,215,785
135,11,29,214,786
136,16,24,211,789
137,16,18,198,802
138,17,29,196,804
139,16,31,192,808
140,21,43,199,801
141,18,31,188,812
142,23,37,189,811
143,21,43,204,796
144,19,37,205,795
145,21,28,208,792
146,17,39,221,779
147,11,41,223,777
148,16,33,217,783
149,12,39,219,781
150,12,30,215,785
151,10,22,198,802
152,15,18,189,811
153,18,32,193,807
154,15,34,187,813
155,17,38,193,807
156,15,23,179,821
157,18,27,177,823
158,12,33,181,819
159,14,28,191,809
160,18,25,196,804
161,19,29,191,809
162,15,32,181,819
163,16,33,190,810
164,13,35,200,800
165,14,38,195,805
166,25,34,192,808
167,19,33,201,799
168,17,33,208,792
169,16,30,206,794
170,19,25,195,805
171,22,32,196,804
172,18,36,197,803
173,22,28,187,813
174,16,28,182,818
175,27,29,176,824
176,25,30,179,821
177,22,36,189,811
178,20,30,186,814
179,18,41,188,812
180,17,31,184,816
181,9,42,198,802
182,10,21,186,814
183,14,33,188,812
184,19,33,203,797
185,29,25,195,805
186,24,28,188,812
187,19,39,200,800
188,14,41,194,806
189,15,44,209,791
190,18,24,198,802
191,20,28,196,804
192,26,40,204,796
193,22,28,207,793
194,17,22,196,804
195,20,38,202,798
196,20,28,190,810
197,22,33,194,806
198,22,40,208,792
199,32,38,209,791
200,27,41,212,788
201,26,29,218,782
202,20,40,220,780
203,19,43,226,774
204,21,30,220,780
205,23,31,211,789
206,26,29,206,794
207,29,23,183,817
208,23,27,183,817
209,23,32,184,816
210,26,40,182,818
211,25,44,189,811
212,24,43,190,810
213,28,32,190,810
214,29,31,195,805
215,28,37,205,795
216,32,34,207,793
217,26,33,212,788
218,25,30,203,797
219,26,33,197,803
220,32,30,197,803
221,29,31,193,807
222,21,25,178,822
223,31,30,175,825
224,21,31,181,819
225,19,25,173,827
226,16,28,179,821
227,8,31,179,821
228,21,25,175,825
229,21,29,180,820
230,33,21,178,822
231,35,38,190,810
