t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,6,112,112,888
8,4,106,218,782
9,8,17,231,769
10,7,29,260,740
11,6,33,289,711
12,11,36,317,683
13,0,46,361,639
14,1,33,276,724
15,4,30,297,703
16,3,26,213,787
17,7,39,232,768
18,6,21,228,772
19,4,29,223,777
20,0,31,208,792
21,0,35,208,792
22,3,22,200,800
23,2,25,199,801
24,1,25,188,812
25,1,26,188,812
26,0,28,188,812
27,2,32,200,800
28,0,30,194,806
29,4,18,191,809
30,1,34,201,799
31,1,30,198,802
32,3,31,205,795
33,1,32,211,789
34,2,21,204,796
35,0,42,218,782
36,1,27,219,781
37,3,33,225,775
38,3,33,226,774
39,3,29,222,778
40,2,30,224,776
41,2,31,224,776
42,1,27,222,778
43,1,28,217,783
44,2,36,222,778
45,1,30,218,782
46,5,29,210,790
47,2,31,212,788
48,6,30,214,786
49,1,41,226,774
50,6,33,225,775
51,6,29,222,778
52,1,38,226,774
53,6,36,227,773
54,5,24,223,777
55,4,32,224,776
56,9,28,213,787
57,2,28,215,785
58,2,27,208,792
59,4,27,199,801
60,3,32,195,805
61,1,32,199,801
62,7,38,212,788
63,7,34,214,786
64,9,31,218,782
65,6,37,229,771
66,0,38,236,764
67,1,26,227,773
68,2,30,220,780
69,6,24,210,790
70,6,38,220,780
71,5,36,219,781
72,4,36,223,777
73,11,25,208,792
74,7,30,209,791
75,4,30,211,789
76,12,24,204,796
77,6,33,206,794
78,3,41,209,791
79,8,31,203,797
80,11,33,208,792
81,6,37,215,785
82,5,37,219,781
83,6,35,223,777
84,3,30,228,772
85,7,24,219,781
86,8,29,217,783
87,7,29,211,789
88,8,27,208,792
89,6,26,199,801
90,5,33,195,805
91,1,35,197,803
92,2,28,197,803
93,5,29,200,800
94,3,26,196,804
95,5,27,196,804
96,5,24,197,803
97,10,31,201,799
98,10,33,197,803
99,12,34,204,796
100,8,35,203,797
101,15,27,201,799
102,14,29,200,800
103,13,30,202,798
104,8,30,208,792
105,10,33,203,797
106,8,35,201,799
107,12,34,207,793
108,9,41,219,781
109,16,32,213,787
110,7,45,229,771
111,9,46,242,758
112,11,28,244,756
113,9,41,247,753
114,10,31,241,759
115,5,21,231,769
116,9,28,231,769
117,7,24,215,785
118,7,30,202,798
119,5,24,195,805
120,12,33,190,810
121,3,34,192,808
122,13,19,184,816
123,12,39,203,797
124,12,39,214,786
125,15,38,222,778
126,13,35,229,771
127,10,37,228,772
128,13,27,226,774
129,14,33,228,772
130,10,31,233,767
131,11,40,229,771
132,10,39,227,773
133,7,39,231,769
134,7,30,222,778
135,10,28,221,779
136,9,23,219,781
137,13,25,208,792
138,10,29,206,794
139,8,36,202,798
140,17,28,193,807
141,14,33,192,808
142,18,32,191,809
143,16,45,213,787
144,21,31,211,789
145,18,31,209,791
146,15,46,219,781
147,14,30,216,784
148,13,36,215,785
149,12,37,221,779
150,13,31,215,785
151,12,23,200,800
152,12,22,203,797
153,16,27,197,803
154,13,32,190,810
155,12,45,205,795
156,19,26,188,812
157,12,34,196,804
158,7,30,189,811
159,9,34,198,802
160,14,25,207,793
161,14,24,203,797
162,17,32,193,807
163,11,31,197,803
164,17,32,199,801
165,10,39,204,796
166,13,35,200,800
167,18,28,193,807
168,13,34,210,790
169,14,26,202,798
170,17,25,201,799
171,16,22,195,805
172,16,31,193,807
173,18,35,191,809
174,14,29,184,816
175,22,27,179,821
176,20,33,185,815
177,26,27,179,821
178,24,28,185,815
179,21,36,188,812
180,18,36,188,812
181,4,47,201,799
182,8,34,198,802
183,11,26,188,812
184,14,30,198,802
185,25,26,200,800
186,18,33,201,799
187,13,38,210,790
188,12,33,203,797
189,7,41,203,797
190,16,32,204,796
191,18,29,197,803
192,20,31,199,801
193,19,35,207,793
194,18,26,198,802
195,20,22,191,809
196,18,37,199,801
197,14,29,194,806
198,13,44,208,792
199,24,32,206,794
200,27,36,215,785
201,17,43,218,782
202,22,35,222,778
203,20,38,227,773
204,16,31,228,772
205,22,29,214,786
206,21,33,211,789
207,30,24,198,802
208,28,30,192,808
209,24,35,186,814
210,23,30,180,820
211,25,42,182,818
212,26,41,191,809
213,24,31,186,814
214,23,35,197,803
215,20,33,204,796
216,31,40,206,794
217,22,32,206,794
218,20,30,210,790
219,22,27,197,803
220,22,39,201,799
221,24,28,198,802
222,21,29,196,804
223,21,24,180,820
224,22,30,176,824
225,15,30,185,815
226,13,30,181,819
227,13,31,178,822
228,9,29,182,818
229,17,27,182,818
230,22,32,188,812
231,18,32,190,810
