t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,5,5,995
8,0,0,5,995
9,0,4,9,991
10,0,0,9,991
11,0,0,9,991
12,0,0,9,991
13,0,0,9,991
14,0,0,4,996
15,0,0,4,996
16,0,1,1,999
17,0,2,3,997
18,0,2,5,995
19,0,1,6,994
20,0,1,7,993
21,0,1,8,992
22,0,0,8,992
23,0,0,7,993
24,0,2,7,993
25,0,0,5,995
26,0,1,5,995
27,0,0,4,996
28,0,0,3,997
29,0,1,4,996
30,0,0,4,996
31,0,1,3,997
32,0,1,4,996
33,0,1,4,996
34,0,0,4,996
35,0,1,5,995
36,0,1,5,995
37,0,1,6,994
38,0,4,9,991
39,0,1,9,991
40,0,1,9,991
41,0,1,10,990
42,0,1,10,990
43,0,2,11,989
44,0,2,12,988
45,0,1,9,991
46,0,0,8,992
47,0,2,9,991
48,0,1,9,991
49,0,2,10,990
50,0,1,9,991
51,0,3,10,990
52,0,1,10,990
53,0,1,11,989
54,0,1,10,990
55,0,3,12,988
56,0,0,10,990
57,0,0,9,991
58,0,2,8,992
59,0,1,8,992
60,0,0,7,993
61,0,1,7,993
62,0,0,4,996
63,0,1,5,995
64,0,0,5,995
65,0,0,3,997
66,0,2,4,996
67,0,3,7,993
68,0,1,7,993
69,0,1,8,992
70,0,0,7,993
71,0,2,9,991
72,0,0,9,991
73,0,1,8,992
74,0,1,6,994
75,0,0,5,995
76,0,3,7,993
77,0,0,7,993
78,0,0,5,995
79,0,0,5,995
80,0,0,4,996
81,0,1,4,996
82,0,2,6,994
83,0,0,3,997
84,0,1,4,996
85,0,0,4,996
86,0,0,4,996
87,0,1,5,995
88,0,1,5,995
89,0,1,4,996
90,0,0,4,996
91,0,1,4,996
92,0,0,4,996
93,0,0,4,996
94,0,0,3,997
95,0,1,3,997
96,0,1,3,997
97,0,1,4,996
98,0,1,4,996
99,0,0,4,996
100,0,0,4,996
101,0,2,6,994
102,0,3,8,992
103,0,1,8,992
104,0,1,8,992
105,0,0,7,993
106,0,2,9,991
107,0,0,9,991
108,0,0,7,993
109,0,0,4,996
110,0,2,5,995
111,0,0,4,996
112,0,1,5,995
113,0,2,5,995
114,0,0,5,995
115,0,2,7,993
116,0,1,8,992
117,0,0,6,994
118,0,1,7,993
119,0,0,6,994
120,0,1,5,995
121,0,2,7,993
122,0,0,5,995
123,0,1,5,995
124,0,2,7,993
125,0,1,7,993
126,0,3,10,990
127,0,0,9,991
128,0,1,8,992
129,0,0,8,992
130,0,1,8,992
131,0,1,7,993
132,0,1,7,993
133,0,1,5,995
134,0,1,6,994
135,0,1,6,994
136,0,2,8,992
137,0,0,7,993
138,0,0,6,994
139,0,0,5,995
140,0,0,4,996
141,0,0,3,997
142,0,2,4,996
143,0,0,2,998
144,0,0,2,998
145,0,1,3,997
146,0,3,6,994
147,0,0,6,994
148,0,0,6,994
149,0,3,7,993
150,0,1,8,992
151,0,2,10,990
152,0,2,11,989
153,0,1,9,991
154,0,1,10,990
155,0,0,10,990
156,0,1,8,992
157,0,2,9,991
158,0,0,7,993
159,0,1,6,994
160,0,1,6,994
161,0,0,5,995
162,0,0,5,995
163,0,1,5,995
164,0,0,3,997
165,0,0,3,997
166,0,2,4,996
167,0,0,3,997
168,0,0,3,997
169,0,1,4,996
170,0,1,4,996
171,0,2,6,994
172,0,0,6,994
173,0,3,7,993
174,0,0,7,993
175,0,0,7,993
176,0,2,8,992
177,0,0,7,993
178,0,0,5,995
179,0,0,5,995
180,0,0,2,998
181,0,0,2,998
182,0,1,3,997
183,0,1,2,998
184,0,0,2,998
185,0,1,3,997
186,0,0,3,997
187,0,1,4,996
188,0,3,7,993
189,0,0,6,994
190,0,1,6,994
191,0,1,7,993
192,0,1,7,993
193,0,1,8,992
194,0,3,10,990
195,0,1,8,992
196,0,0,8,992
197,0,1,8,992
198,0,0,7,993
199,0,0,6,994
200,0,2,7,993
201,0,0,4,996
202,0,0,3,997
203,0,0,3,997
204,0,1,3,997
205,0,0,3,997
206,0,2,5,995
207,0,1,4,996
208,0,1,5,995
209,0,1,6,994
210,0,0,6,994
211,0,1,6,994
212,0,1,7,993
213,0,2,7,993
214,0,1,7,993
215,0,0,6,994
216,0,2,7,993
217,0,0,7,993
218,0,0,6,994
219,0,2,7,993
220,0,0,5,995
221,0,2,6,994
222,0,0,6,994
223,0,1,5,995
224,0,0,5,995
225,0,0,5,995
226,0,2,5,995
227,0,1,6,994
228,0,0,4,996
229,0,1,5,995
230,0,0,4,996
231,0,1,5,995
