t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,3,122,122,878
8,9,110,232,768
9,0,41,270,730
10,0,52,313,687
11,2,29,342,658
12,2,41,383,617
13,0,32,413,587
14,0,41,330,670
15,0,35,349,651
16,3,28,264,736
17,1,29,261,739
18,1,28,235,765
19,2,21,222,778
20,0,22,211,789
21,0,46,219,781
22,0,30,217,783
23,2,20,205,795
24,3,27,203,797
25,4,31,203,797
26,1,35,216,784
27,1,28,220,780
28,1,43,221,779
29,0,35,222,778
30,2,32,237,763
31,0,34,245,755
32,2,40,251,749
33,0,39,252,748
34,0,28,252,748
35,0,26,247,753
36,1,42,253,747
37,0,39,256,744
38,3,26,249,751
39,8,18,233,767
40,5,37,231,769
41,3,42,235,765
42,0,31,237,763
43,0,34,226,774
44,0,40,225,775
45,7,22,229,771
46,1,41,245,755
47,0,36,254,746
48,2,30,239,761
49,0,35,245,755
50,0,28,238,762
51,3,40,233,767
52,2,25,233,767
53,1,36,239,761
54,2,43,239,761
55,1,25,235,765
56,0,38,244,756
57,0,29,240,760
58,0,26,231,769
59,1,28,230,770
60,2,31,234,766
61,3,39,221,779
62,1,42,237,763
63,0,27,232,768
64,0,29,230,770
65,0,34,230,770
66,0,23,234,766
67,0,43,242,758
68,5,30,239,761
69,2,31,232,768
70,6,43,239,761
71,6,32,244,756
72,2,41,247,753
73,4,44,254,746
74,3,36,257,743
75,3,43,257,743
76,0,34,259,741
77,4,28,255,745
78,3,35,260,740
79,2,36,261,739
80,4,28,239,761
81,8,27,235,765
82,3,30,224,776
83,2,33,217,783
84,4,42,221,779
85,3,31,225,775
86,4,34,219,781
87,5,40,229,771
88,10,29,227,773
89,5,40,241,759
90,5,44,255,745
91,7,37,249,751
92,2,43,254,746
93,4,40,259,741
94,6,24,243,757
95,4,35,244,756
96,6,36,246,754
97,13,29,235,765
98,3,45,240,760
99,8,43,240,760
100,4,35,235,765
101,8,31,230,770
102,5,36,238,762
103,3,42,245,755
104,1,41,251,749
105,5,23,244,756
106,9,31,240,760
107,9,35,233,767
108,10,26,223,777
109,10,39,230,770
110,12,43,237,763
111,5,50,234,766
112,5,38,230,770
113,7,38,244,756
114,8,36,240,760
115,1,52,262,738
116,12,27,255,745
117,10,36,258,742
118,6,45,270,730
119,4,41,261,739
120,4,38,266,734
121,3,38,267,733
122,2,30,258,742
123,8,38,259,741
124,7,33,252,748
125,1,43,251,749
126,4,36,248,752
127,1,38,248,752
128,2,29,239,761
129,9,24,234,766
130,10,30,231,769
131,5,43,237,763
132,2,30,226,774
133,2,29,217,783
134,1,35,213,787
135,3,35,219,781
136,8,29,217,783
137,9,46,237,763
138,5,50,254,746
139,4,51,261,739
140,12,41,272,728
141,4,38,278,722
142,7,35,270,730
143,7,26,263,737
144,3,38,263,737
145,6,40,253,747
146,1,49,259,741
147,1,34,238,762
148,4,36,250,750
149,5,36,251,749
150,4,37,261,739
151,10,30,259,741
152,4,34,257,743
153,4,38,249,751
154,0,37,242,758
155,1,30,230,770
156,6,26,223,777
157,6,29,225,775
158,3,34,224,776
159,10,39,223,777
160,3,45,241,759
161,12,35,225,775
162,8,26,227,773
163,9,44,234,766
164,9,47,243,757
165,5,28,243,757
166,6,28,227,773
167,5,33,220,780
168,6,30,206,794
169,6,39,217,783
170,7,45,231,769
171,9,39,226,774
172,7,46,240,760
173,9,37,245,755
174,5,47,260,740
175,4,36,262,738
176,5,41,262,738
177,4,37,262,738
178,6,32,251,749
179,1,28,237,763
180,2,32,233,767
181,1,33,228,772
182,1,27,223,777
183,8,24,211,789
184,5,34,206,794
185,9,39,208,792
186,3,52,240,760
187,4,38,241,759
188,0,53,256,744
189,2,39,262,738
190,4,29,268,732
191,7,34,276,724
192,8,31,271,729
193,6,30,262,738
194,6,36,249,751
195,9,40,235,765
196,5,41,229,771
197,0,43,233,767
198,3,29,230,770
199,8,31,232,768
200,7,29,230,770
201,3,29,230,770
202,5,45,245,755
203,4,39,245,755
204,7,41,238,762
205,6,40,245,755
206,7,41,251,749
207,6,40,258,742
208,8,32,258,742
209,13,30,258,742
210,6,31,245,755
211,3,35,240,760
212,7,35,228,772
213,7,32,223,777
214,9,27,212,788
215,11,28,212,788
216,8,31,207,793
217,2,34,207,793
218,6,42,222,778
219,9,40,226,774
220,17,22,219,781
221,9,35,231,769
222,13,36,231,769
223,7,34,234,766
224,6,37,241,759
225,7,26,223,777
226,3,26,212,788
227,13,27,206,794
228,17,38,223,777
229,16,47,230,770
230,15,42,233,767
231,9,39,231,769
