t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,17,17,983
8,0,11,28,972
9,0,4,32,968
10,0,4,36,964
11,0,12,48,952
12,0,8,56,944
13,0,8,64,936
14,0,9,56,944
15,0,9,62,938
16,0,3,53,947
17,0,5,55,945
18,0,6,50,950
19,0,9,52,948
20,0,11,53,947
21,0,5,50,950
22,0,9,49,951
23,0,10,56,944
24,0,9,60,940
25,0,6,60,940
26,0,7,58,942
27,0,11,60,940
28,0,8,60,940
29,0,9,64,936
30,0,7,57,943
31,0,8,56,944
32,0,1,52,948
33,0,6,52,948
34,0,6,46,954
35,0,6,44,956
36,0,4,40,960
37,0,11,43,957
38,0,4,41,959
39,0,6,44,956
40,0,5,44,956
41,0,12,50,950
42,0,7,50,950
43,0,7,54,946
44,0,8,50,950
45,0,7,54,946
46,0,10,57,943
47,0,5,59,941
48,0,7,53,947
49,0,7,52,948
50,0,7,52,948
51,0,4,48,952
52,0,7,47,953
53,0,5,46,954
54,0,15,54,946
55,0,7,52,948
56,0,7,53,947
57,0,2,51,949
58,0,9,53,947
59,0,2,48,952
60,0,5,50,950
61,0,9,42,958
62,0,4,41,959
63,0,5,38,962
64,0,8,43,957
65,0,7,40,960
66,0,9,47,953
67,0,9,52,948
68,0,2,47,953
69,0,7,49,951
70,0,10,53,947
71,0,6,52,948
72,0,4,48,952
73,0,9,48,952
74,0,5,43,957
75,0,8,50,950
76,0,6,50,950
77,0,3,44,956
78,0,12,47,953
79,0,11,56,944
80,0,11,60,940
81,0,8,61,939
82,0,8,62,938
83,0,6,61,939
84,0,10,67,933
85,0,6,62,938
86,0,6,60,940
87,0,4,52,948
88,0,6,49,951
89,0,6,47,953
90,0,7,46,954
91,0,7,44,956
92,0,9,46,954
93,0,6,45,955
94,0,6,47,953
95,0,5,47,953
96,0,9,51,949
97,0,6,49,951
98,0,7,51,949
99,0,7,48,952
100,0,13,55,945
101,0,7,56,944
102,0,9,60,940
103,0,9,60,940
104,0,1,55,945
105,0,8,54,946
106,0,6,57,943
107,0,7,52,948
108,0,7,49,951
109,0,6,46,954
110,0,9,45,955
111,0,8,51,949
112,0,8,54,946
113,0,3,49,951
114,0,5,48,952
115,0,3,42,958
116,0,5,42,958
117,0,6,39,961
118,0,5,35,965
119,0,10,38,962
120,0,6,40,960
121,0,8,45,955
122,0,10,51,949
123,0,6,53,947
124,0,5,51,949
125,0,5,51,949
126,0,3,44,956
127,0,5,45,955
128,0,7,42,958
129,0,10,46,954
130,0,3,40,960
131,0,8,42,958
132,0,7,43,957
133,0,9,52,948
134,0,6,52,948
135,0,8,53,947
136,0,6,50,950
137,0,7,52,948
138,0,7,52,948
139,0,9,53,947
140,0,8,55,945
141,0,9,55,945
142,0,6,55,945
143,0,10,58,942
144,0,6,58,942
145,0,6,55,945
146,0,9,55,945
147,0,3,51,949
148,0,4,44,956
149,0,5,44,956
150,0,9,44,956
151,0,9,47,953
152,0,5,45,955
153,0,7,44,956
154,0,8,47,953
155,0,4,47,953
156,0,7,53,947
157,0,7,51,949
158,0,8,49,951
159,0,8,49,951
160,0,5,49,951
161,0,6,47,953
162,0,7,50,950
163,0,12,56,944
164,0,4,51,949
165,0,5,47,953
166,0,7,48,952
167,0,7,49,951
168,0,6,50,950
169,0,7,51,949
170,0,2,43,957
171,0,6,41,959
172,0,7,43,957
173,0,11,48,952
174,0,5,46,954
175,0,8,47,953
176,0,5,45,955
177,0,8,50,950
178,0,7,52,948
179,0,4,51,949
180,0,8,48,952
181,0,10,51,949
182,0,11,55,945
183,0,6,56,944
184,0,3,51,949
185,0,6,48,952
186,0,5,50,950
187,0,10,54,946
188,0,7,51,949
189,0,5,45,955
190,0,5,43,957
191,0,9,47,953
192,0,9,51,949
193,0,7,53,947
194,0,4,48,952
195,0,8,48,952
196,0,8,52,948
197,0,5,51,949
198,0,8,50,950
199,0,6,49,951
200,0,10,52,948
201,0,4,51,949
202,0,5,49,951
203,0,10,52,948
204,0,7,50,950
205,0,6,51,949
206,0,7,50,950
207,0,2,45,955
208,0,8,45,955
209,0,10,51,949
210,0,10,54,946
211,0,9,52,948
212,0,9,55,945
213,0,8,60,940
214,0,10,64,936
215,0,4,63,937
216,0,2,55,945
217,0,4,48,952
218,0,8,46,954
219,0,1,40,960
220,0,9,39,961
221,0,6,36,964
222,0,11,42,958
223,0,7,46,954
224,0,7,49,951
225,0,8,53,947
226,0,4,53,947
227,0,7,53,947
228,0,7,52,948
229,0,10,52,948
230,0,7,52,948
231,0,11,56,944
