t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,17,17,983
8,0,11,28,972
9,0,4,32,968
10,0,4,36,964
11,0,12,48,952
12,0,8,56,944
13,0,8,64,936
14,0,9,56,944
15,0,8,61,939
16,0,4,53,947
17,0,5,55,945
18,0,6,50,950
19,0,9,52,948
20,0,11,53,947
21,0,5,50,950
22,0,9,50,950
23,0,10,56,944
24,0,9,60,940
25,0,6,60,940
26,0,7,58,942
27,0,10,59,941
28,0,9,60,940
29,0,9,64,936
30,0,7,57,943
31,0,8,56,944
32,0,1,52,948
33,0,6,52,948
34,0,5,46,954
35,0,7,44,956
36,0,4,40,960
37,0,10,42,958
38,0,5,41,959
39,0,5,43,957
40,0,5,43,957
41,0,13,51,949
42,0,8,51,949
43,0,7,55,945
44,0,9,53,947
45,0,7,56,944
46,0,9,59,941
47,0,6,61,939
48,0,7,56,944
49,0,7,53,947
50,0,7,54,946
51,0,4,48,952
52,0,7,47,953
53,0,5,46,954
54,0,14,54,946
55,0,8,52,948
56,0,7,53,947
57,0,2,51,949
58,0,7,51,949
59,0,4,48,952
60,0,5,50,950
61,0,9,43,957
62,0,4,41,959
63,0,5,38,962
64,0,7,42,958
65,0,7,41,959
66,0,9,46,954
67,0,10,52,948
68,0,3,48,952
69,0,6,49,951
70,0,11,54,946
71,0,6,53,947
72,0,3,50,950
73,0,9,49,951
74,0,6,45,955
75,0,7,49,951
76,0,6,50,950
77,0,6,46,954
78,0,12,49,951
79,0,11,59,941
80,0,10,62,938
81,0,9,63,937
82,0,7,63,937
83,0,7,64,936
84,0,9,67,933
85,0,7,62,938
86,0,6,60,940
87,0,4,53,947
88,0,6,49,951
89,0,6,48,952
90,0,7,46,954
91,0,6,44,956
92,0,11,47,953
93,0,6,46,954
94,0,6,48,952
95,0,5,48,952
96,0,7,50,950
97,0,7,49,951
98,0,7,51,949
99,0,9,50,950
100,0,12,55,945
101,0,7,56,944
102,0,8,59,941
103,0,10,61,939
104,0,3,58,942
105,0,7,58,942
106,0,6,57,943
107,0,8,54,946
108,0,6,50,950
109,0,7,48,952
110,0,9,48,952
111,0,8,51,949
112,0,7,53,947
113,0,4,51,949
114,0,4,47,953
115,0,2,41,959
116,0,6,41,959
117,0,6,38,962
118,0,6,35,965
119,0,9,38,962
120,0,7,40,960
121,0,8,45,955
122,0,10,53,947
123,0,6,54,946
124,0,4,52,948
125,0,6,51,949
126,0,4,46,954
127,0,4,45,955
128,0,6,41,959
129,0,9,44,956
130,0,6,41,959
131,0,8,43,957
132,0,5,43,957
133,0,8,49,951
134,0,9,52,948
135,0,6,54,946
136,0,7,50,950
137,0,8,54,946
138,0,7,52,948
139,0,9,55,945
140,0,9,58,942
141,0,8,56,944
142,0,7,58,942
143,0,9,59,941
144,0,6,58,942
145,0,8,57,943
146,0,5,53,947
147,0,6,51,949
148,0,4,45,955
149,0,4,43,957
150,0,10,45,955
151,0,6,44,956
152,0,8,45,955
153,0,7,46,954
154,0,10,50,950
155,0,4,49,951
156,0,4,52,948
157,0,9,53,947
158,0,8,52,948
159,0,8,51,949
160,0,4,49,951
161,0,7,47,953
162,0,6,48,952
163,0,14,57,943
164,0,4,54,946
165,0,3,46,954
166,0,8,47,953
167,0,8,52,948
168,0,6,51,949
169,0,6,51,949
170,0,3,44,956
171,0,8,44,956
172,0,3,42,958
173,0,11,48,952
174,0,9,48,952
175,0,6,46,954
176,0,9,51,949
177,0,5,51,949
178,0,7,51,949
179,0,7,56,944
180,0,8,54,946
181,0,8,53,947
182,0,11,56,944
183,0,5,55,945
184,0,7,54,946
185,0,6,53,947
186,0,3,49,951
187,0,11,54,946
188,0,5,51,949
189,0,6,44,956
190,0,7,47,953
191,0,6,46,954
192,0,10,49,951
193,0,7,52,948
194,0,5,48,952
195,0,8,50,950
196,0,8,52,948
197,0,5,52,948
198,0,9,53,947
199,0,6,49,951
200,0,8,53,947
201,0,6,52,948
202,0,2,47,953
203,0,9,50,950
204,0,9,49,951
205,0,6,49,951
206,0,6,47,953
207,0,6,46,954
208,0,4,44,956
209,0,11,52,948
210,0,9,53,947
211,0,11,55,945
212,0,10,57,943
213,0,9,61,939
214,0,6,63,937
215,0,6,63,937
216,0,4,59,941
217,0,4,53,947
218,0,7,47,953
219,0,2,41,959
220,0,6,36,964
221,0,5,36,964
222,0,15,43,957
223,0,3,43,957
224,0,9,48,952
225,0,8,51,949
226,0,6,53,947
227,0,8,56,944
228,0,5,57,943
229,0,9,50,950
230,0,9,54,946
231,0,8,55,945
