t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,136,186,186,814
8,518,0,186,814
9,573,0,186,814
10,634,0,186,814
11,678,0,186,814
12,724,0,186,814
13,569,186,372,628
14,765,0,186,814
15,780,0,186,814
16,792,0,186,814
17,798,0,186,814
18,800,0,186,814
19,619,0,186,814
20,619,0,186,814
21,809,0,186,814
22,811,0,186,814
23,812,0,186,814
24,812,0,186,814
25,627,186,372,628
26,813,0,186,814
27,813,0,186,814
28,813,0,186,814
29,814,0,186,814
30,690,0,186,814
31,690,0,186,814
32,690,0,186,814
33,694,0,186,814
34,876,0,186,814
35,752,124,248,752
36,876,0,124,876
37,814,0,124,876
38,814,0,124,876
39,814,0,124,876
40,814,0,124,876
41,814,0,124,876
42,814,0,124,876
43,833,62,186,814
44,814,0,124,876
45,814,0,124,876
46,814,0,124,876
47,814,0,124,876
48,814,0,124,876
49,690,124,248,752
50,814,0,124,876
51,814,0,124,876
52,876,0,124,876
53,876,0,124,876
54,876,0,124,876
55,876,0,124,876
56,814,0,124,876
57,895,0,124,876
58,938,0,124,876
59,938,0,124,876
60,938,0,124,876
61,876,62,186,814
62,938,0,124,876
63,938,0,124,876
64,938,0,124,876
65,876,0,124,876
66,814,0,124,876
67,814,0,124,876
68,814,0,124,876
69,876,0,124,876
70,876,0,124,876
71,752,124,248,752
72,876,0,124,876
73,876,0,124,876
74,814,0,124,876
75,814,0,124,876
76,814,0,124,876
77,814,0,124,876
78,814,0,124,876
79,814,62,186,814
80,876,0,124,876
81,876,0,124,876
82,876,0,124,876
83,876,0,124,876
84,876,0,124,876
85,814,62,186,814
86,876,0,124,876
87,938,0,124,876
88,938,0,124,876
89,938,0,124,876
90,938,0,124,876
91,876,0,124,876
92,876,0,124,876
93,938,0,124,876
94,938,0,124,876
95,938,0,124,876
96,938,0,124,876
97,876,62,186,814
98,938,0,124,876
99,938,0,124,876
100,938,0,124,876
101,938,0,124,876
102,876,0,124,876
103,876,0,124,876
104,876,0,124,876
105,876,0,124,876
106,938,0,124,876
107,876,62,186,814
108,938,0,124,876
109,938,0,124,876
110,938,0,124,876
111,938,0,124,876
112,938,0,124,876
113,895,0,124,876
114,876,0,124,876
115,938,0,124,876
116,938,0,124,876
117,938,0,124,876
118,938,0,124,876
119,876,62,186,814
120,938,0,124,876
121,938,0,124,876
122,938,0,124,876
123,938,0,124,876
124,876,0,124,876
125,876,0,124,876
126,876,0,124,876
127,895,0,124,876
128,876,0,124,876
129,814,62,186,814
130,876,0,124,876
131,876,0,124,876
132,876,0,124,876
133,814,62,186,814
134,876,0,124,876
135,876,0,124,876
136,876,0,124,876
137,938,0,124,876
138,938,0,124,876
139,895,0,124,876
140,876,0,124,876
141,938,0,124,876
142,938,0,124,876
143,938,0,124,876
144,938,0,124,876
145,876,62,186,814
146,938,0,124,876
147,938,0,124,876
148,938,0,124,876
149,938,0,124,876
150,938,0,124,876
151,938,0,124,876
152,938,0,124,876
153,895,0,124,876
154,876,0,124,876
155,876,0,124,876
156,876,0,124,876
157,876,0,124,876
158,876,0,124,876
159,752,124,248,752
160,876,0,124,876
161,876,0,124,876
162,876,0,124,876
163,876,0,124,876
164,876,0,124,876
165,833,0,124,876
166,814,0,124,876
167,876,0,124,876
168,938,0,124,876
169,938,0,124,876
170,938,0,124,876
171,876,62,186,814
172,938,0,124,876
173,938,0,124,876
174,938,0,124,876
175,938,0,124,876
176,876,0,124,876
177,876,0,124,876
178,876,0,124,876
179,895,0,124,876
180,938,0,124,876
181,876,62,186,814
182,938,0,124,876
183,938,0,124,876
184,938,0,124,876
185,938,0,124,876
186,938,0,124,876
187,938,0,124,876
188,938,0,124,876
189,1000,0,124,876
190,1000,0,124,876
191,1000,0,124,876
192,1000,0,124,876
193,1000,0,124,876
194,1000,0,124,876
195,1000,0,124,876
196,1000,0,124,876
197,1000,0,124,876
198,1000,0,124,876
199,1000,0,124,876
200,1000,0,124,876
201,1000,0,124,876
202,1000,0,124,876
203,1000,0,124,876
204,1000,0,124,876
205,1000,0,124,876
206,1000,0,124,876
207,1000,0,124,876
208,1000,0,124,876
209,1000,0,124,876
210,1000,0,124,876
211,1000,0,124,876
212,1000,0,124,876
213,1000,0,124,876
214,1000,0,124,876
215,1000,0,124,876
216,1000,0,124,876
217,1000,0,124,876
218,1000,0,124,876
219,1000,0,124,876
220,1000,0,124,876
221,1000,0,124,876
222,938,0,124,876
223,938,0,124,876
224,938,0,124,876
225,938,0,124,876
226,938,0,124,876
227,876,62,186,814
228,938,0,124,876
