0,6,0,6
1,8,0,8
2,6,0,6
3,10,1,11
4,8,1,9
5,4,1,5
6,5,0,5
7,7,2,9
8,2,1,3
9,5,0,5
10,6,0,6
11,5,1,6
12,4,1,5
13,6,0,6
14,8,0,8
15,10,0,10
16,3,2,5
17,8,0,8
18,7,1,8
19,5,0,5
20,6,3,9
21,5,0,5
22,8,0,8
23,3,1,4
24,5,1,6
25,5,2,7
26,3,0,3
27,7,2,9
28,4,1,5
29,3,0,3
30,4,2,6
31,7,1,8
32,7,3,10
33,3,1,4
34,4,2,6
35,4,2,6
36,3,1,4
37,7,3,10
38,4,1,5
39,2,0,2
40,5,3,8
41,2,2,4
42,6,1,7
43,3,1,4
44,5,2,7
45,3,5,8
46,4,1,5
47,3,4,7
48,4,4,8
49,3,0,3
50,4,2,6
51,1,1,2
52,1,1,2
53,5,2,7
54,4,2,6
55,4,2,6
56,3,2,5
57,3,0,3
58,1,0,1
59,2,3,5
60,5,3,8
61,1,4,5
62,3,1,4
63,4,0,4
64,4,5,9
65,1,3,4
66,0,2,2
67,5,6,11
68,1,0,1
69,2,2,4
70,4,2,6
71,1,3,4
72,2,5,7
73,2,1,3
74,3,3,6
75,2,1,3
76,2,2,4
77,1,2,3
78,2,0,2
79,1,4,5
80,4,7,11
81,1,3,4
82,3,5,8
83,3,9,12
84,1,0,1
85,2,1,3
86,2,7,9
87,2,1,3
88,1,1,2
89,1,1,2
90,1,1,2
91,5,5,10
92,1,5,6
93,3,4,7
94,1,3,4
95,0,5,5
96,0,4,4
97,1,8,9
98,1,6,7
99,4,4,8
100,0,9,9
101,1,0,1
102,1,1,2
103,2,2,4
104,0,3,3
105,0,1,1
106,1,2,3
107,0,6,6
108,0,7,7
109,4,4,8
110,0,1,1
111,3,2,5
112,0,5,5
113,2,2,4
114,0,7,7
115,3,6,9
116,4,0,4
117,3,6,9
118,0,1,1
119,2,4,6
120,2,9,11
121,0,2,2
122,0,8,8
123,1,8,9
124,0,5,5
125,0,5,5
126,1,4,5
127,0,3,3
128,1,8,9
129,0,6,6
130,0,6,6
131,0,5,5
132,0,3,3
133,3,6,9
134,1,5,6
135,1,6,7
136,1,10,11
137,0,5,5
138,0,2,2
139,0,3,3
140,0,3,3
141,0,4,4
142,0,6,6
143,0,8,8
