0,5,0,5
1,2,0,2
2,5,0,5
3,1,0,1
4,2,0,2
5,6,0,6
6,7,0,7
7,8,0,8
8,4,0,4
9,6,0,6
10,4,0,4
11,8,0,8
12,7,1,8
13,2,1,3
14,6,0,6
15,6,0,6
16,2,0,2
17,4,2,6
18,4,1,5
19,3,1,4
20,6,1,7
21,1,0,1
22,5,1,6
23,7,1,8
24,4,1,5
25,4,1,5
26,6,2,8
27,7,2,9
28,3,1,4
29,2,2,4
30,6,1,7
31,3,0,3
32,3,0,3
33,6,1,7
34,1,2,3
35,1,1,2
36,2,1,3
37,2,1,3
38,3,1,4
39,4,0,4
40,2,1,3
41,4,1,5
42,3,2,5
43,1,3,4
44,7,0,7
45,4,2,6
46,6,0,6
47,2,2,4
48,1,0,1
49,8,1,9
50,5,3,8
51,2,3,5
52,3,3,6
53,1,2,3
54,3,1,4
55,2,2,4
56,4,2,6
57,6,1,7
58,2,0,2
59,2,2,4
60,5,4,9
61,4,1,5
62,3,3,6
63,2,2,4
64,3,2,5
65,4,1,5
66,3,3,6
67,7,5,12
68,3,2,5
69,1,5,6
70,5,1,6
71,3,4,7
72,1,2,3
73,4,3,7
74,1,4,5
75,0,2,2
76,0,3,3
77,2,3,5
78,0,2,2
79,2,2,4
80,1,4,5
81,3,4,7
82,1,1,2
83,1,2,3
84,2,2,4
85,3,5,8
86,3,1,4
87,2,2,4
88,1,8,9
89,3,5,8
90,2,2,4
91,2,4,6
92,4,2,6
93,2,3,5
94,1,6,7
95,4,3,7
96,3,4,7
97,3,5,8
98,3,3,6
99,1,3,4
100,3,4,7
101,1,2,3
102,2,3,5
103,1,4,5
104,0,3,3
105,0,4,4
106,1,3,4
107,1,5,6
108,1,6,7
109,2,4,6
110,2,4,6
111,0,3,3
112,1,1,2
113,2,5,7
114,0,3,3
115,0,4,4
116,2,3,5
117,0,7,7
118,0,4,4
119,1,4,5
120,2,4,6
121,1,5,6
122,0,3,3
123,0,6,6
124,0,4,4
125,0,7,7
126,1,7,8
127,0,4,4
128,0,1,1
129,0,3,3
130,0,7,7
131,1,6,7
132,0,3,3
133,0,4,4
134,0,5,5
135,0,4,4
136,0,4,4
137,0,3,3
138,0,6,6
139,0,7,7
140,0,5,5
141,0,5,5
