t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,0,85,85,915
8,0,92,177,823
9,4,26,203,797
10,16,33,236,764
11,32,32,264,736
12,61,17,281,719
13,51,67,335,665
14,106,24,262,738
15,45,100,331,669
16,113,27,233,767
17,103,26,219,781
18,112,12,196,804
19,128,22,195,805
20,135,34,186,814
21,257,18,153,847
22,280,21,148,852
23,291,44,146,854
24,388,29,113,887
25,429,4,88,912
26,448,13,98,902
27,483,3,86,914
28,521,4,86,914
29,526,32,114,886
30,555,12,91,909
31,587,16,86,914
32,630,13,77,923
33,668,0,64,936
34,665,10,74,926
35,684,6,69,931
36,679,21,76,924
37,729,6,57,943
38,739,9,53,947
39,749,12,51,949
40,776,0,39,961
41,780,1,39,961
42,783,6,44,956
43,786,9,46,954
44,806,2,37,963
45,829,7,39,961
46,834,9,39,961
47,850,3,32,968
48,857,4,29,971
49,862,2,25,975
50,864,1,24,976
51,872,4,26,974
52,877,4,25,975
53,884,1,22,978
54,888,5,26,974
55,903,1,21,979
56,905,2,22,978
57,911,3,23,977
58,916,2,21,979
59,924,2,21,979
60,920,2,20,980
61,926,4,20,980
62,931,0,16,984
63,937,3,18,982
64,943,0,15,985
65,947,3,17,983
66,944,6,19,981
67,948,2,14,986
68,954,1,12,988
69,957,1,11,989
70,957,0,10,990
71,960,2,12,988
72,958,1,11,989
73,963,2,12,988
74,965,0,11,989
75,972,0,11,989
76,968,4,15,985
77,971,3,14,986
78,969,1,12,988
79,971,1,12,988
80,969,0,10,990
81,970,1,11,989
82,972,0,10,990
83,970,3,12,988
84,972,2,9,991
85,977,1,7,993
86,978,2,8,992
87,980,1,7,993
88,980,0,6,994
89,981,0,6,994
90,982,0,6,994
91,984,1,6,994
92,986,0,5,995
93,987,2,7,993
94,988,0,5,995
95,991,0,5,995
96,990,0,5,995
97,990,0,5,995
98,990,0,5,995
99,989,1,5,995
100,991,0,4,996
101,991,1,4,996
102,992,0,3,997
103,992,0,3,997
104,992,0,3,997
105,991,0,3,997
106,991,0,3,997
107,993,0,3,997
108,993,1,4,996
109,995,0,3,997
110,994,1,4,996
111,995,0,3,997
112,994,0,3,997
113,994,0,3,997
114,994,0,3,997
115,994,0,3,997
116,993,0,3,997
117,993,1,4,996
118,995,0,3,997
119,995,0,3,997
120,996,0,3,997
121,995,1,4,996
122,995,0,3,997
123,995,0,3,997
124,995,0,3,997
125,995,0,3,997
126,995,0,3,997
127,995,0,3,997
128,994,1,4,996
129,996,0,3,997
130,996,1,4,996
131,997,0,3,997
132,997,0,3,997
133,997,0,3,997
134,998,0,3,997
135,998,0,3,997
136,998,0,3,997
137,999,0,3,997
138,1000,0,3,997
139,1000,0,3,997
140,999,0,3,997
141,999,0,3,997
142,999,0,3,997
143,999,0,3,997
144,999,0,3,997
145,999,0,3,997
146,998,1,4,996
147,999,0,3,997
148,999,0,3,997
149,999,0,3,997
150,999,0,3,997
151,999,0,3,997
152,999,0,3,997
153,999,0,3,997
154,999,0,3,997
155,1000,0,3,997
156,1000,0,3,997
157,1000,0,3,997
158,1000,0,3,997
159,1000,0,3,997
160,1000,0,3,997
161,1000,0,3,997
162,1000,0,3,997
163,1000,0,3,997
164,999,0,3,997
165,999,0,3,997
166,999,0,3,997
167,999,0,3,997
168,998,0,3,997
169,998,0,3,997
170,997,1,4,996
171,998,0,3,997
172,998,0,3,997
173,998,0,3,997
174,997,1,4,996
175,998,0,3,997
176,997,0,3,997
177,997,0,3,997
178,997,0,3,997
179,998,0,3,997
180,998,0,3,997
181,998,0,3,997
182,997,1,4,996
183,999,0,3,997
184,999,0,3,997
185,999,0,3,997
186,998,0,3,997
187,998,0,3,997
188,998,0,3,997
189,998,0,3,997
190,998,0,3,997
191,999,0,3,997
192,998,1,4,996
193,999,0,3,997
194,999,0,3,997
195,999,0,3,997
196,999,0,3,997
197,999,0,3,997
198,999,0,3,997
199,999,0,3,997
200,999,0,3,997
201,1000,0,3,997
202,1000,0,3,997
203,1000,0,3,997
204,1000,0,3,997
205,1000,0,3,997
206,999,0,3,997
207,999,0,3,997
208,999,0,3,997
209,999,0,3,997
210,999,0,3,997
211,999,0,3,997
212,998,1,4,996
213,999,0,3,997
214,999,0,3,997
215,999,0,3,997
216,999,0,3,997
217,999,0,3,997
218,999,0,3,997
219,999,0,3,997
220,999,0,3,997
221,1000,0,3,997
222,1000,0,3,997
223,1000,0,3,997
224,1000,0,3,997
225,1000,0,3,997
226,1000,0,3,997
227,1000,0,3,997
228,1000,0,3,997
229,1000,0,3,997
