t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,18,113,113,887
8,6,161,274,726
9,0,48,304,696
10,0,44,342,658
11,0,48,390,610
12,1,34,424,576
13,0,50,474,526
14,0,46,406,594
15,2,36,434,566
16,0,45,311,689
17,0,37,314,686
18,0,23,288,712
19,0,32,278,722
20,0,25,262,738
21,0,87,308,692
22,0,23,286,714
23,0,31,286,714
24,0,100,339,661
25,0,40,351,649
26,0,51,374,626
27,0,50,393,607
28,0,42,346,654
29,0,43,363,637
30,0,56,388,612
31,2,36,384,616
32,0,50,344,656
33,0,31,328,672
34,0,38,319,681
35,0,63,330,670
36,0,40,332,668
37,7,34,324,676
38,5,49,325,675
39,0,53,322,678
40,2,88,367,633
41,0,43,380,620
42,0,49,353,647
43,0,51,374,626
44,6,40,370,630
45,8,51,379,621
46,0,70,395,605
47,0,64,414,586
48,0,38,363,637
49,0,58,382,618
50,0,33,364,636
51,2,32,340,660
52,7,49,357,643
53,0,66,375,625
54,1,49,354,646
55,1,44,342,658
56,0,78,363,637
57,0,42,363,637
58,8,54,383,617
59,1,51,396,604
60,0,56,382,618
61,0,49,381,619
62,2,60,399,601
63,0,69,422,578
64,0,38,383,617
65,0,42,378,622
66,9,39,370,630
67,4,61,380,620
68,0,64,379,621
69,0,43,382,618
70,1,37,336,664
71,0,56,354,646
72,0,74,380,620
73,2,44,377,623
74,5,48,380,620
75,2,59,380,620
76,0,42,369,631
77,0,64,393,607
78,0,43,391,609
79,3,53,389,611
80,15,58,379,621
81,26,56,388,612
82,14,77,403,597
83,0,71,417,583
84,2,58,391,609
85,1,49,392,608
86,0,45,378,622
87,3,42,368,632
88,22,56,372,628
89,15,55,363,637
90,2,70,368,632
91,15,64,372,628
92,0,64,376,624
93,0,57,367,633
94,0,60,381,619
95,10,33,385,615
96,1,71,396,604
97,3,75,418,582
98,11,44,393,607
99,1,58,405,595
100,5,58,398,602
101,17,44,391,609
102,7,51,391,609
103,8,60,377,623
104,3,69,375,625
105,10,58,375,625
106,0,67,387,613
107,5,45,370,630
108,12,44,360,640
109,7,55,381,619
110,5,79,397,603
111,11,74,419,581
112,14,50,393,607
113,6,72,404,596
114,13,61,402,598
115,18,46,400,600
116,0,69,428,572
117,8,57,403,597
118,3,52,364,636
119,12,54,364,636
120,20,61,378,622
121,5,67,376,624
122,38,40,366,634
123,1,60,383,617
124,27,53,343,657
125,17,86,393,607
126,8,85,400,600
127,15,60,396,604
128,8,60,396,604
129,15,49,388,612
130,6,68,412,588
131,7,66,413,587
132,4,60,397,603
133,1,61,396,604
134,13,47,375,625
135,5,62,386,614
136,23,45,385,615
137,1,55,384,616
138,14,70,368,632
139,16,61,383,617
140,10,79,381,619
141,4,73,396,604
142,6,66,398,602
143,21,31,384,616
144,13,55,409,591
145,18,69,415,585
146,24,56,385,615
147,18,91,408,592
148,16,78,397,603
149,13,72,395,605
150,16,60,388,612
151,6,49,388,612
152,9,50,378,622
153,14,61,391,609
154,7,91,408,592
155,2,81,425,575
156,14,49,386,614
157,11,49,397,603
158,24,59,407,593
159,25,58,410,590
160,13,59,412,588
161,19,86,412,588
162,10,75,371,629
163,0,88,386,614
164,11,56,404,596
165,11,30,384,616
166,12,53,371,629
167,14,63,400,600
168,5,86,420,580
169,12,80,421,579
170,15,83,424,576
171,3,51,408,592
172,12,41,398,602
173,31,42,399,601
174,12,69,412,588
175,3,83,405,595
176,5,63,373,627
177,19,75,392,608
178,3,71,400,600
179,8,59,387,613
180,26,35,393,607
181,14,64,422,578
182,2,93,423,577
183,7,91,432,568
184,8,57,416,584
185,0,52,415,585
186,16,62,431,569
187,5,52,423,577
188,22,26,410,590
189,4,58,405,595
190,3,78,372,628
191,1,88,410,590
192,3,41,403,597
193,3,31,380,620
194,22,29,356,644
195,17,71,398,602
196,13,78,404,596
197,12,99,438,562
198,16,79,415,585
199,0,59,401,599
200,12,54,419,581
201,21,35,431,569
202,27,46,433,567
203,15,71,427,573
204,5,102,424,576
205,12,87,417,583
206,19,64,407,593
207,31,48,381,619
208,25,36,379,621
209,11,61,392,608
210,45,65,368,632
211,41,116,430,570
212,23,103,420,580
213,3,99,419,581
214,28,78,423,577
215,11,56,453,547
216,12,67,459,541
217,35,29,440,560
218,23,80,434,566
219,18,94,431,569
220,18,93,435,565
221,25,65,383,617
222,4,52,396,604
223,9,57,390,610
224,19,53,370,630
225,70,31,369,631
226,23,96,397,603
227,50,89,363,637
228,28,93,386,614
229,13,104,419,581
230,22,58,417,583
231,16,53,410,590
