t,failure,success,charging,skip
0,0,0,0,1000
1,0,0,0,1000
2,0,0,0,1000
3,0,0,0,1000
4,0,0,0,1000
5,0,0,0,1000
6,0,0,0,1000
7,8,123,123,877
8,7,149,272,728
9,0,39,303,697
10,0,45,341,659
11,0,48,389,611
12,0,35,424,576
13,0,49,473,527
14,0,45,395,605
15,0,39,426,574
16,0,42,312,688
17,0,35,315,685
18,0,24,289,711
19,0,30,277,723
20,0,23,258,742
21,0,90,307,693
22,0,22,284,716
23,0,27,279,721
24,9,88,320,680
25,0,52,345,655
26,0,59,367,633
27,0,49,389,611
28,0,40,337,663
29,0,47,359,641
30,0,53,386,614
31,0,41,389,611
32,0,45,352,648
33,0,28,334,666
34,0,37,314,686
35,0,80,346,654
36,0,31,334,666
37,0,32,327,673
38,0,50,327,673
39,0,41,319,681
40,11,74,359,641
41,1,48,375,625
42,0,67,350,650
43,0,51,366,634
44,0,54,381,619
45,0,41,377,623
46,4,58,395,605
47,0,56,413,587
48,0,44,382,618
49,0,57,400,600
50,0,35,360,640
51,0,29,331,669
52,0,54,346,654
53,0,44,347,653
54,3,50,348,652
55,3,43,339,661
56,0,76,343,657
57,0,47,354,646
58,0,63,387,613
59,0,42,379,621
60,0,52,380,620
61,0,42,380,620
62,7,45,384,616
63,0,81,415,585
64,0,45,382,618
65,0,40,374,626
66,0,55,372,628
67,0,41,358,642
68,0,43,363,637
69,2,34,359,641
70,0,59,350,650
71,0,40,340,660
72,0,75,359,641
73,0,39,353,647
74,0,69,368,632
75,0,50,380,620
76,0,33,380,620
77,6,58,390,610
78,3,66,403,597
79,0,66,419,581
80,0,61,410,590
81,0,45,403,597
82,0,49,392,608
83,0,37,391,609
84,0,43,380,620
85,5,35,371,629
86,0,55,361,639
87,0,41,330,670
88,0,64,332,668
89,0,48,339,661
90,0,52,347,653
91,0,63,371,629
92,7,34,365,635
93,0,49,371,629
94,0,77,396,604
95,0,66,415,585
96,0,61,413,587
97,0,39,413,587
98,0,51,399,601
99,1,36,390,610
100,17,43,393,607
101,0,66,393,607
102,0,64,378,622
103,0,36,347,653
104,0,46,341,659
105,0,57,348,652
106,6,47,355,645
107,3,59,375,625
108,0,68,387,613
109,0,62,390,610
110,0,62,407,593
111,0,55,429,571
112,0,66,429,571
113,0,41,430,570
114,9,40,423,577
115,0,53,405,595
116,0,62,391,609
117,0,48,384,616
118,0,35,369,631
119,0,56,360,640
120,0,52,351,649
121,0,40,360,640
122,12,47,356,644
123,0,78,376,624
124,0,69,380,620
125,0,40,389,611
126,0,62,396,604
127,0,60,411,589
128,0,60,422,578
129,7,38,411,589
130,0,81,435,565
131,0,45,417,583
132,0,45,404,596
133,0,56,402,598
134,0,50,403,597
135,0,42,386,614
136,4,63,390,610
137,22,40,367,633
138,0,76,388,612
139,0,67,391,609
140,0,73,403,597
141,0,41,395,605
142,0,53,401,599
143,0,66,423,577
144,28,60,431,569
145,0,69,452,548
146,0,70,435,565
147,0,58,429,571
148,0,42,407,593
149,0,49,412,588
150,0,60,416,584
151,10,29,381,619
152,2,87,410,590
153,0,59,414,586
154,0,47,377,623
155,0,53,395,605
156,0,64,406,594
157,0,56,406,594
158,0,58,425,575
159,15,53,428,572
160,0,82,433,567
161,0,66,435,565
162,0,59,452,548
163,0,33,430,570
164,0,62,419,581
165,0,35,401,599
166,15,49,401,599
167,3,69,405,595
168,0,81,392,608
169,0,53,402,598
170,0,42,386,614
171,0,63,394,606
172,10,63,421,579
173,7,51,427,573
174,0,75,429,571
175,0,84,450,550
176,0,53,437,563
177,0,45,437,563
178,0,80,459,541
179,0,32,436,564
180,0,47,436,564
181,15,56,424,576
182,23,59,397,603
183,0,75,411,589
184,0,71,408,592
185,0,55,392,608
186,0,51,390,610
187,0,52,402,598
188,0,72,416,584
189,25,57,424,576
190,0,77,449,551
191,0,64,440,560
192,0,60,430,570
193,0,49,424,576
194,0,64,450,550
195,3,51,431,569
196,33,23,379,621
197,0,96,435,565
198,5,82,423,577
199,6,48,399,601
200,0,77,429,571
201,0,45,414,586
202,0,62,398,602
203,40,40,420,580
204,0,95,465,535
205,24,64,424,576
206,23,47,417,583
207,3,76,446,554
208,10,60,424,576
209,0,81,434,566
210,0,56,447,553
211,0,56,454,546
212,0,70,429,571
213,0,50,428,572
214,0,49,439,561
215,0,33,407,593
216,6,85,427,573
217,5,41,434,566
218,12,45,384,616
219,0,100,412,588
220,5,69,426,574
221,6,53,424,576
222,0,53,435,565
223,0,82,453,547
224,0,25,422,578
225,0,64,443,557
226,67,42,399,601
227,62,44,389,611
228,23,92,418,582
229,7,110,412,588
230,50,91,416,584
231,0,34,402,598
